"","Mound_ID","Shell_ID","Cage_ID","Cage_type","Mound_Num","Site","Sample_dat","Num_spat","Length_1","Length_2","Length_3","Length_4","Length_5","Total_m","meas30","meas25","meas20","percentless30","Num_spat_30","percentless25","Num_spat_25","percentless20","Num_spat_20","Mound_Treat","Deployment","treatbi","treattri","Sample_dat_num","salc","saln","curc","curn","logNum_spat","Obs"
"515","ClamShoal213",136173,"13617","Control",213,"Clam Shoal","Summer_2010",12,21.9,14.1,17.5,9.8,15.7,5,5,5,4,1,12,1,12,0.8,9.6,"Early seed","Early","New","Early dep",1.5,"High",21.16,"High",8.87,2.56494935746154,337
"516","ClamShoal213",120039,"12003","Roof",213,"Clam Shoal","Spring_2011",11,57.6,26.2,58.7,49.7,42.2,5,1,0,0,0.2,2.2,0,0,0,0,"Early seed","Early","New","Early dep",3,"High",21.16,"High",8.87,2.484906649788,338
"517","ClamShoal213",120035,"12003","Roof",213,"Clam Shoal","Spring_2011",4,66.8,30,25.4,58.2,NA,4,2,0,0,0.5,2,0,0,0,0,"Early seed","Early","New","Early dep",3,"High",21.16,"High",8.87,1.6094379124341,339
"521","ClamShoal213",136617,"13661","Small Mesh",213,"Clam Shoal","Fall_2010",15,52.1,47.5,46,33.8,34.9,5,0,0,0,0,0,0,0,0,0,"Early seed","Early","New","Early dep",2,"High",21.16,"High",8.87,2.77258872223978,340
"522","ClamShoal213",136084,"13608","Open",213,"Clam Shoal","Summer_2010",27,24.2,26.3,14.2,8.3,8.6,5,5,4,3,1,27,0.8,22,0.6,16.2,"Early seed","Early","New","Early dep",1.5,"High",21.16,"High",8.87,3.3322045101752,341
"523","ClamShoal213",120034,"12003","Roof",213,"Clam Shoal","Fall_2011",1,69.2,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Early seed","Early","New","Early dep",4,"High",21.16,"High",8.87,0.693147180559945,342
"525","ClamShoal213",137342,"13734","Large Mesh",213,"Clam Shoal","Summer_2010",8,21.3,19.5,13.4,8.8,10.1,5,5,5,4,1,8,1,8,0.8,6.4,"Early seed","Early","New","Early dep",1.5,"High",21.16,"High",8.87,2.19722457733622,343
"526","ClamShoal213",120039,"12003","Roof",213,"Clam Shoal","Fall_2011",1,65.9,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Early seed","Early","New","Early dep",4,"High",21.16,"High",8.87,0.693147180559945,344
"527","ClamShoal213",137348,"13734","Large Mesh",213,"Clam Shoal","Fall_2011",2,42.8,34.7,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,"Early seed","Early","New","Early dep",4,"High",21.16,"High",8.87,1.09861228866811,345
"528","ClamShoal213",136086,"13608","Open",213,"Clam Shoal","Spring_2011",7,42.7,40.7,62.7,45,40.2,5,0,0,0,0,0,0,0,0,0,"Early seed","Early","New","Early dep",3,"High",21.16,"High",8.87,2.07944154167984,346
"533","ClamShoal213",137348,"13734","Large Mesh",213,"Clam Shoal","Summer_2010",17,8.5,11.3,22.8,21.1,17.4,5,5,5,3,1,17,1,17,0.6,10.2,"Early seed","Early","New","Early dep",1.5,"High",21.16,"High",8.87,2.89037175789616,347
"534","ClamShoal213",120035,"12003","Roof",213,"Clam Shoal","Summer_2010",16,17.1,15.2,19.8,11.9,9.9,5,5,5,5,1,16,1,16,1,16,"Early seed","Early","New","Early dep",1.5,"High",21.16,"High",8.87,2.83321334405622,348
"535","ClamShoal213",120032,"12003","Roof",213,"Clam Shoal","Spring_2011",7,28,60.5,73.7,49.8,50.9,5,1,0,0,0.2,1.4,0,0,0,0,"Early seed","Early","New","Early dep",3,"High",21.16,"High",8.87,2.07944154167984,349
"536","ClamShoal213",120031,"12003","Roof",213,"Clam Shoal","Summer_2010",17,14.5,9.9,16.3,16.8,12.5,5,5,5,5,1,17,1,17,1,17,"Early seed","Early","New","Early dep",1.5,"High",21.16,"High",8.87,2.89037175789616,350
"537","ClamShoal213",137345,"13734","Large Mesh",213,"Clam Shoal","Summer_2010",9,17.4,25.3,14.4,17.3,13.4,5,5,4,4,1,9,0.8,7,0.8,7.2,"Early seed","Early","New","Early dep",1.5,"High",21.16,"High",8.87,2.30258509299405,351
"538","ClamShoal213",137345,"13734","Large Mesh",213,"Clam Shoal","Spring_2011",4,52.1,67.9,31.1,55.3,NA,4,0,0,0,0,0,0,0,0,0,"Early seed","Early","New","Early dep",3,"High",21.16,"High",8.87,1.6094379124341,352
"542","ClamShoal213",136177,"13617","Control",213,"Clam Shoal","Fall_2010",15,17.3,27.8,25.6,21.7,31.1,5,4,2,1,0.8,12,0.4,6,0.2,3,"Early seed","Early","New","Early dep",2,"High",21.16,"High",8.87,2.77258872223978,353
"543","ClamShoal213",120033,"12003","Roof",213,"Clam Shoal","Fall_2010",12,28.5,52.2,45.3,34.8,21,5,2,1,0,0.4,4.8,0.2,2,0,0,"Early seed","Early","New","Early dep",2,"High",21.16,"High",8.87,2.56494935746154,354
"544","ClamShoal213",120033,"12003","Roof",213,"Clam Shoal","Spring_2011",4,25.3,54,50,52.2,NA,4,1,0,0,0.25,1,0,0,0,0,"Early seed","Early","New","Early dep",3,"High",21.16,"High",8.87,1.6094379124341,355
"546","ClamShoal213",136614,"13661","Small Mesh",213,"Clam Shoal","Fall_2010",11,32.4,16.6,25.4,17.2,16,5,4,3,3,0.8,8.8,0.6,7,0.6,6.6,"Early seed","Early","New","Early dep",2,"High",21.16,"High",8.87,2.484906649788,356
"547","ClamShoal213",120038,"12003","Roof",213,"Clam Shoal","Fall_2011",6,66.3,69.1,60.6,51.6,20.8,5,1,1,0,0.2,1.2,0.2,1,0,0,"Early seed","Early","New","Early dep",4,"High",21.16,"High",8.87,1.94591014905531,357
"548","ClamShoal213",136616,"13661","Small Mesh",213,"Clam Shoal","Spring_2011",8,44.6,43.3,53,61.5,37.8,5,0,0,0,0,0,0,0,0,0,"Early seed","Early","New","Early dep",3,"High",21.16,"High",8.87,2.19722457733622,358
"549","ClamShoal213",136612,"13661","Small Mesh",213,"Clam Shoal","Spring_2011",13,46.1,48.8,61.3,71.1,73.3,5,0,0,0,0,0,0,0,0,0,"Early seed","Early","New","Early dep",3,"High",21.16,"High",8.87,2.63905732961526,359
"551","ClamShoal213",136089,"13608","Open",213,"Clam Shoal","Summer_2010",15,26.3,23.3,25.2,16.5,16.4,5,5,3,2,1,15,0.6,9,0.4,6,"Early seed","Early","New","Early dep",1.5,"High",21.16,"High",8.87,2.77258872223978,360
"555","ClamShoal213",136614,"13661","Small Mesh",213,"Clam Shoal","Summer_2010",12,9.4,11.2,18.4,7.6,11.4,5,5,5,5,1,12,1,12,1,12,"Early seed","Early","New","Early dep",1.5,"High",21.16,"High",8.87,2.56494935746154,361
"556","ClamShoal213",136176,"13617","Control",213,"Clam Shoal","Spring_2011",8,41.3,54,24.6,51.1,51.1,5,1,1,0,0.2,1.6,0.2,2,0,0,"Early seed","Early","New","Early dep",3,"High",21.16,"High",8.87,2.19722457733622,362
"557","ClamShoal213",137347,"13734","Large Mesh",213,"Clam Shoal","Summer_2010",15,23.6,22.4,27.1,18.5,19.3,5,5,4,2,1,15,0.8,12,0.4,6,"Early seed","Early","New","Early dep",1.5,"High",21.16,"High",8.87,2.77258872223978,363
"559","ClamShoal213",120031,"12003","Roof",213,"Clam Shoal","Fall_2010",14,32.8,25.7,27.4,33.1,32.8,5,2,0,0,0.4,5.6,0,0,0,0,"Early seed","Early","New","Early dep",2,"High",21.16,"High",8.87,2.70805020110221,364
"560","ClamShoal213",120031,"12003","Roof",213,"Clam Shoal","Fall_2011",3,42.5,50.1,68.8,NA,NA,3,0,0,0,0,0,0,0,0,0,"Early seed","Early","New","Early dep",4,"High",21.16,"High",8.87,1.38629436111989,365
"561","ClamShoal213",136617,"13661","Small Mesh",213,"Clam Shoal","Summer_2010",12,20.1,20.6,19.8,18.1,15.6,5,5,5,3,1,12,1,12,0.6,7.2,"Early seed","Early","New","Early dep",1.5,"High",21.16,"High",8.87,2.56494935746154,366
"562","ClamShoal213",120039,"12003","Roof",213,"Clam Shoal","Summer_2010",10,21.2,17.6,19.6,10.4,12,5,5,5,4,1,10,1,10,0.8,8,"Early seed","Early","New","Early dep",1.5,"High",21.16,"High",8.87,2.39789527279837,367
"563","ClamShoal213",136085,"13608","Open",213,"Clam Shoal","Summer_2010",25,16,11.4,24.9,17.4,16.7,5,5,5,4,1,25,1,25,0.8,20,"Early seed","Early","New","Early dep",1.5,"High",21.16,"High",8.87,3.25809653802148,368
"564","ClamShoal213",137341,"13734","Large Mesh",213,"Clam Shoal","Spring_2011",3,74.2,17.5,26,NA,NA,3,2,1,1,0.666666666666667,2,0.333333333333333,1,0.333333333333333,1,"Early seed","Early","New","Early dep",3,"High",21.16,"High",8.87,1.38629436111989,369
"565","ClamShoal213",137341,"13734","Large Mesh",213,"Clam Shoal","Fall_2010",7,30,46.4,26.6,18.8,21.9,5,4,2,1,0.8,5.6,0.4,3,0.2,1.4,"Early seed","Early","New","Early dep",2,"High",21.16,"High",8.87,2.07944154167984,370
"566","ClamShoal213",136614,"13661","Small Mesh",213,"Clam Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Early seed","Early","New","Early dep",4,"High",21.16,"High",8.87,0,371
"567","ClamShoal213",137342,"13734","Large Mesh",213,"Clam Shoal","Fall_2011",5,58.5,43.7,28.9,33,21,5,2,1,0,0.4,2,0.2,1,0,0,"Early seed","Early","New","Early dep",4,"High",21.16,"High",8.87,1.79175946922805,372
"568","ClamShoal213",137349,"13734","Large Mesh",213,"Clam Shoal","Fall_2011",6,41.9,60,30.1,40,26.4,5,1,0,0,0.2,1.2,0,0,0,0,"Early seed","Early","New","Early dep",4,"High",21.16,"High",8.87,1.94591014905531,373
"569","ClamShoal213",136087,"13608","Open",213,"Clam Shoal","Spring_2011",8,72.3,55.9,41.7,23.4,42.9,5,1,1,0,0.2,1.6,0.2,2,0,0,"Early seed","Early","New","Early dep",3,"High",21.16,"High",8.87,2.19722457733622,374
"570","ClamShoal213",120039,"12003","Roof",213,"Clam Shoal","Fall_2010",8,43.1,25.5,19.7,19.8,13.8,5,4,3,3,0.8,6.4,0.6,5,0.6,4.8,"Early seed","Early","New","Early dep",2,"High",21.16,"High",8.87,2.19722457733622,375
"571","ClamShoal213",120037,"12003","Roof",213,"Clam Shoal","Fall_2011",1,41.2,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Early seed","Early","New","Early dep",4,"High",21.16,"High",8.87,0.693147180559945,376
"572","ClamShoal213",120037,"12003","Roof",213,"Clam Shoal","Fall_2010",16,31,29.2,21.8,23.8,27.3,5,4,2,0,0.8,12.8,0.4,6,0,0,"Early seed","Early","New","Early dep",2,"High",21.16,"High",8.87,2.83321334405622,377
"573","ClamShoal213",136173,"13617","Control",213,"Clam Shoal","Fall_2010",13,18.3,25.8,20.7,35.5,19.7,5,4,3,2,0.8,10.4,0.6,8,0.4,5.2,"Early seed","Early","New","Early dep",2,"High",21.16,"High",8.87,2.63905732961526,378
"576","ClamShoal213",120037,"12003","Roof",213,"Clam Shoal","Summer_2010",10,11.5,7.7,11.7,14.1,19.4,5,5,5,5,1,10,1,10,1,10,"Early seed","Early","New","Early dep",1.5,"High",21.16,"High",8.87,2.39789527279837,379
"579","ClamShoal213",136083,"13608","Open",213,"Clam Shoal","Fall_2010",20,45.3,28.8,32.3,22.6,21.4,5,3,2,0,0.6,12,0.4,8,0,0,"Early seed","Early","New","Early dep",2,"High",21.16,"High",8.87,3.04452243772342,380
"582","ClamShoal213",NA,"13608","Open",213,"Clam Shoal","Fall_2011",3,42.5,68.8,42.7,NA,NA,3,0,0,0,0,0,0,0,0,0,"Early seed","Early","New","Early dep",4,"High",21.16,"High",8.87,1.38629436111989,381
"583","ClamShoal213",136081,"13608","Open",213,"Clam Shoal","Summer_2010",17,17.3,21.1,15.9,16.3,8.2,5,5,5,4,1,17,1,17,0.8,13.6,"Early seed","Early","New","Early dep",1.5,"High",21.16,"High",8.87,2.89037175789616,382
"584","ClamShoal213",120036,"12003","Roof",213,"Clam Shoal","Fall_2010",14,40.4,36.4,29.9,32.8,38.6,5,1,0,0,0.2,2.8,0,0,0,0,"Early seed","Early","New","Early dep",2,"High",21.16,"High",8.87,2.70805020110221,383
"585","ClamShoal213",136178,"13617","Control",213,"Clam Shoal","Spring_2011",5,51.7,49,23.3,17.7,59.6,5,2,2,1,0.4,2,0.4,2,0.2,1,"Early seed","Early","New","Early dep",3,"High",21.16,"High",8.87,1.79175946922805,384
"586","ClamShoal213",136619,"13661","Small Mesh",213,"Clam Shoal","Summer_2010",8,20.1,21.4,13.7,19.8,23,5,5,5,2,1,8,1,8,0.4,3.2,"Early seed","Early","New","Early dep",1.5,"High",21.16,"High",8.87,2.19722457733622,385
"587","ClamShoal213",136082,"13608","Open",213,"Clam Shoal","Summer_2010",28,11.9,24.2,12.5,9.1,16.4,5,5,5,4,1,28,1,28,0.8,22.4,"Early seed","Early","New","Early dep",1.5,"High",21.16,"High",8.87,3.36729582998647,386
"588","ClamShoal213",136613,"13661","Small Mesh",213,"Clam Shoal","Spring_2011",1,31.4,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Early seed","Early","New","Early dep",3,"High",21.16,"High",8.87,0.693147180559945,387
"591","ClamShoal213",136612,"13661","Small Mesh",213,"Clam Shoal","Fall_2011",4,74.8,65.5,24.6,19.5,NA,4,2,2,1,0.5,2,0.5,2,0.25,1,"Early seed","Early","New","Early dep",4,"High",21.16,"High",8.87,1.6094379124341,388
"594","ClamShoal213",136618,"13661","Small Mesh",213,"Clam Shoal","Fall_2011",4,63.6,44.8,34.8,50.5,NA,4,0,0,0,0,0,0,0,0,0,"Early seed","Early","New","Early dep",4,"High",21.16,"High",8.87,1.6094379124341,389
"596","ClamShoal213",136611,"13661","Small Mesh",213,"Clam Shoal","Fall_2011",2,13.3,13,NA,NA,NA,2,2,2,2,1,2,1,2,1,2,"Early seed","Early","New","Early dep",4,"High",21.16,"High",8.87,1.09861228866811,390
"597","ClamShoal213",136175,"13617","Control",213,"Clam Shoal","Fall_2010",4,24.9,15.8,31,18.3,NA,4,3,3,2,0.75,3,0.75,3,0.5,2,"Early seed","Early","New","Early dep",2,"High",21.16,"High",8.87,1.6094379124341,391
"598","ClamShoal213",NA,"13617","Control",213,"Clam Shoal","Fall_2011",1,48.2,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Early seed","Early","New","Early dep",4,"High",21.16,"High",8.87,0.693147180559945,392
"599","ClamShoal213",136175,"13617","Control",213,"Clam Shoal","Spring_2011",2,20.8,39.6,NA,NA,NA,2,1,1,0,0.5,1,0.5,1,0,0,"Early seed","Early","New","Early dep",3,"High",21.16,"High",8.87,1.09861228866811,393
"600","ClamShoal213",137343,"13734","Large Mesh",213,"Clam Shoal","Fall_2011",2,24.6,18.8,NA,NA,NA,2,2,2,1,1,2,1,2,0.5,1,"Early seed","Early","New","Early dep",4,"High",21.16,"High",8.87,1.09861228866811,394
"602","ClamShoal213",136612,"13661","Small Mesh",213,"Clam Shoal","Fall_2010",25,36.3,46.2,37,49.1,47.2,5,0,0,0,0,0,0,0,0,0,"Early seed","Early","New","Early dep",2,"High",21.16,"High",8.87,3.25809653802148,395
"603","ClamShoal213",137346,"13734","Large Mesh",213,"Clam Shoal","Fall_2010",13,34.9,19,24.2,18.1,17.6,5,4,4,3,0.8,10.4,0.8,10,0.6,7.8,"Early seed","Early","New","Early dep",2,"High",21.16,"High",8.87,2.63905732961526,396
"604","ClamShoal213",136616,"13661","Small Mesh",213,"Clam Shoal","Summer_2010",13,17.8,21.2,24.6,13.4,10.9,5,5,5,3,1,13,1,13,0.6,7.8,"Early seed","Early","New","Early dep",1.5,"High",21.16,"High",8.87,2.63905732961526,397
"605","ClamShoal213",137344,"13734","Large Mesh",213,"Clam Shoal","Fall_2011",2,29.9,40.2,NA,NA,NA,2,1,0,0,0.5,1,0,0,0,0,"Early seed","Early","New","Early dep",4,"High",21.16,"High",8.87,1.09861228866811,398
"606","ClamShoal213",NA,"13617","Control",213,"Clam Shoal","Fall_2011",1,60.6,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Early seed","Early","New","Early dep",4,"High",21.16,"High",8.87,0.693147180559945,399
"607","ClamShoal213",136611,"13661","Small Mesh",213,"Clam Shoal","Summer_2010",7,19.9,13.7,9.9,8.8,12.2,5,5,5,5,1,7,1,7,1,7,"Early seed","Early","New","Early dep",1.5,"High",21.16,"High",8.87,2.07944154167984,400
"609","ClamShoal213",136611,"13661","Small Mesh",213,"Clam Shoal","Fall_2010",11,28.2,32.4,40.4,26.5,14.6,5,3,1,1,0.6,6.6,0.2,2,0.2,2.2,"Early seed","Early","New","Early dep",2,"High",21.16,"High",8.87,2.484906649788,401
"611","ClamShoal213",136086,"13608","Open",213,"Clam Shoal","Fall_2010",24,32.5,29.3,32.4,38,17.1,5,2,1,1,0.4,9.6,0.2,5,0.2,4.8,"Early seed","Early","New","Early dep",2,"High",21.16,"High",8.87,3.2188758248682,402
"614","ClamShoal213",120031,"12003","Roof",213,"Clam Shoal","Spring_2011",2,26,62.2,NA,NA,NA,2,1,0,0,0.5,1,0,0,0,0,"Early seed","Early","New","Early dep",3,"High",21.16,"High",8.87,1.09861228866811,403
"615","ClamShoal213",NA,"13608","Open",213,"Clam Shoal","Fall_2011",6,43.6,57.9,21.4,30.1,41.2,5,1,1,0,0.2,1.2,0.2,1,0,0,"Early seed","Early","New","Early dep",4,"High",21.16,"High",8.87,1.94591014905531,404
"617","ClamShoal213",136611,"13661","Small Mesh",213,"Clam Shoal","Spring_2011",1,68.3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Early seed","Early","New","Early dep",3,"High",21.16,"High",8.87,0.693147180559945,405
"618","ClamShoal213",136087,"13608","Open",213,"Clam Shoal","Fall_2010",27,19.9,17.4,17.2,24.2,33.2,5,4,4,3,0.8,21.6,0.8,22,0.6,16.2,"Early seed","Early","New","Early dep",2,"High",21.16,"High",8.87,3.3322045101752,406
"619","ClamShoal213",136614,"13661","Small Mesh",213,"Clam Shoal","Spring_2011",8,23.2,42.7,38.4,46.1,41.3,5,1,1,0,0.2,1.6,0.2,2,0,0,"Early seed","Early","New","Early dep",3,"High",21.16,"High",8.87,2.19722457733622,407
"621","ClamShoal213",136089,"13608","Open",213,"Clam Shoal","Fall_2010",11,18.9,17.8,33.4,20.7,23.5,5,4,4,2,0.8,8.8,0.8,9,0.4,4.4,"Early seed","Early","New","Early dep",2,"High",21.16,"High",8.87,2.484906649788,408
"622","ClamShoal213",136615,"13661","Small Mesh",213,"Clam Shoal","Fall_2011",4,56.9,43.8,53.4,30.6,NA,4,0,0,0,0,0,0,0,0,0,"Early seed","Early","New","Early dep",4,"High",21.16,"High",8.87,1.6094379124341,409
"623","ClamShoal213",137345,"13734","Large Mesh",213,"Clam Shoal","Fall_2010",5,28.3,34.4,40.5,36.2,25.1,5,2,0,0,0.4,2,0,0,0,0,"Early seed","Early","New","Early dep",2,"High",21.16,"High",8.87,1.79175946922805,410
"625","ClamShoal213",136085,"13608","Open",213,"Clam Shoal","Fall_2010",27,22.2,35.5,35.3,38.9,30.2,5,1,1,0,0.2,5.4,0.2,5,0,0,"Early seed","Early","New","Early dep",2,"High",21.16,"High",8.87,3.3322045101752,411
"626","ClamShoal213",NA,"13608","Open",213,"Clam Shoal","Fall_2011",1,16.4,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,"Early seed","Early","New","Early dep",4,"High",21.16,"High",8.87,0.693147180559945,412
"627","ClamShoal213",137349,"13734","Large Mesh",213,"Clam Shoal","Fall_2010",13,40.5,37.7,27.1,42.6,20.3,5,2,1,0,0.4,5.2,0.2,3,0,0,"Early seed","Early","New","Early dep",2,"High",21.16,"High",8.87,2.63905732961526,413
"628","ClamShoal213",137349,"13734","Large Mesh",213,"Clam Shoal","Spring_2011",12,73.7,53.2,39.5,32.4,37.1,5,0,0,0,0,0,0,0,0,0,"Early seed","Early","New","Early dep",3,"High",21.16,"High",8.87,2.56494935746154,414
"630","ClamShoal213",137347,"13734","Large Mesh",213,"Clam Shoal","Fall_2010",18,34.5,42.2,24.3,29.2,31.5,5,2,1,0,0.4,7.2,0.2,4,0,0,"Early seed","Early","New","Early dep",2,"High",21.16,"High",8.87,2.94443897916644,415
"631","ClamShoal227",147329,"14732","Roof",227,"Clam Shoal","Fall_2010",21,23.2,15.7,21.4,15.5,19.3,5,5,5,3,1,21,1,21,0.6,12.6,"Blank","Early","New","Early dep",2,"High",21.16,"High",8.87,3.09104245335832,416
"636","ClamShoal227",140939,"14093","Control",227,"Clam Shoal","Fall_2010",9,30.5,29.8,31.7,31.1,38.8,5,1,0,0,0.2,1.8,0,0,0,0,"Blank","Early","New","Early dep",2,"High",21.16,"High",8.87,2.30258509299405,417
"637","ClamShoal227",147329,"14732","Roof",227,"Clam Shoal","Summer_2010",16,12.9,13.2,17.3,19.8,14.5,5,5,5,5,1,16,1,16,1,16,"Blank","Early","New","Early dep",1.5,"High",21.16,"High",8.87,2.83321334405622,418
"639","ClamShoal227",140647,"14064","Large Mesh",227,"Clam Shoal","Fall_2010",16,55.6,39.1,44.5,37.6,32.5,5,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",2,"High",21.16,"High",8.87,2.83321334405622,419
"642","ClamShoal227",147324,"14732","Roof",227,"Clam Shoal","Summer_2010",5,18.5,18.7,17.9,14.5,13,5,5,5,5,1,5,1,5,1,5,"Blank","Early","New","Early dep",1.5,"High",21.16,"High",8.87,1.79175946922805,420
"644","ClamShoal227",124758,"12475","Small Mesh",227,"Clam Shoal","Spring_2011",8,39.5,59.2,39.8,38.7,31.7,5,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",3,"High",21.16,"High",8.87,2.19722457733622,421
"646","ClamShoal227",140642,"14064","Large Mesh",227,"Clam Shoal","Fall_2010",8,40.2,32.7,25.55,51.4,41.7,5,1,0,0,0.2,1.6,0,0,0,0,"Blank","Early","New","Early dep",2,"High",21.16,"High",8.87,2.19722457733622,422
"647","ClamShoal227",140649,"14064","Large Mesh",227,"Clam Shoal","Fall_2010",9,26.6,30.1,21.6,20,12.9,5,4,3,2,0.8,7.2,0.6,5,0.4,3.6,"Blank","Early","New","Early dep",2,"High",21.16,"High",8.87,2.30258509299405,423
"648","ClamShoal227",140935,"14093","Control",227,"Clam Shoal","Summer_2010",26,16.5,13.7,17.7,31.4,19,5,4,4,4,0.8,20.8,0.8,21,0.8,20.8,"Blank","Early","New","Early dep",1.5,"High",21.16,"High",8.87,3.29583686600433,424
"650","ClamShoal227",147324,"14732","Roof",227,"Clam Shoal","Fall_2010",11,25.7,18.3,22.2,15.6,12.2,5,5,4,3,1,11,0.8,9,0.6,6.6,"Blank","Early","New","Early dep",2,"High",21.16,"High",8.87,2.484906649788,425
"651","ClamShoal227",124752,"12475","Small Mesh",227,"Clam Shoal","Fall_2010",12,26.2,19.8,36.8,27.5,25.6,5,4,1,1,0.8,9.6,0.2,2,0.2,2.4,"Blank","Early","New","Early dep",2,"High",21.16,"High",8.87,2.56494935746154,426
"652","ClamShoal227",140938,"14093","Control",227,"Clam Shoal","Fall_2010",10,26.1,24.8,30.1,11.3,17.2,5,4,3,2,0.8,8,0.6,6,0.4,4,"Blank","Early","New","Early dep",2,"High",21.16,"High",8.87,2.39789527279837,427
"653","ClamShoal227",130338,"13033","Open",227,"Clam Shoal","Fall_2010",18,21.7,19.2,15.7,26.1,24.2,5,5,4,2,1,18,0.8,14,0.4,7.2,"Blank","Early","New","Early dep",2,"High",21.16,"High",8.87,2.94443897916644,428
"655","ClamShoal227",130339,"13033","Open",227,"Clam Shoal","Fall_2010",16,30.7,30.7,20.7,16,24.2,5,3,3,1,0.6,9.6,0.6,10,0.2,3.2,"Blank","Early","New","Early dep",2,"High",21.16,"High",8.87,2.83321334405622,429
"656","ClamShoal227",130336,"13033","Open",227,"Clam Shoal","Fall_2010",3,23.2,26.2,26.1,NA,NA,3,3,1,0,1,3,0.333333333333333,1,0,0,"Blank","Early","New","Early dep",2,"High",21.16,"High",8.87,1.38629436111989,430
"657","ClamShoal227",147326,"14732","Roof",227,"Clam Shoal","Summer_2010",7,13.5,11.9,14.2,11,14.7,5,5,5,5,1,7,1,7,1,7,"Blank","Early","New","Early dep",1.5,"High",21.16,"High",8.87,2.07944154167984,431
"658","ClamShoal227",130331,"13033","Open",227,"Clam Shoal","Fall_2010",16,27.1,19.3,16.6,27.1,37.1,5,4,2,2,0.8,12.8,0.4,6,0.4,6.4,"Blank","Early","New","Early dep",2,"High",21.16,"High",8.87,2.83321334405622,432
"659","ClamShoal227",147321,"14732","Roof",227,"Clam Shoal","Fall_2010",17,30.7,26,22.8,22.3,19.3,5,4,3,1,0.8,13.6,0.6,10,0.2,3.4,"Blank","Early","New","Early dep",2,"High",21.16,"High",8.87,2.89037175789616,433
"661","ClamShoal227",140933,"14093","Control",227,"Clam Shoal","Fall_2010",10,28,12.1,22.1,22.9,24,5,5,4,1,1,10,0.8,8,0.2,2,"Blank","Early","New","Early dep",2,"High",21.16,"High",8.87,2.39789527279837,434
"662","ClamShoal227",140936,"14093","Control",227,"Clam Shoal","Summer_2010",7,19.3,16,14,15.4,20.1,5,5,5,4,1,7,1,7,0.8,5.6,"Blank","Early","New","Early dep",1.5,"High",21.16,"High",8.87,2.07944154167984,435
"664","ClamShoal227",124751,"12475","Small Mesh",227,"Clam Shoal","Fall_2010",9,21.6,13.5,35.7,28.4,32.7,5,3,2,1,0.6,5.4,0.4,4,0.2,1.8,"Blank","Early","New","Early dep",2,"High",21.16,"High",8.87,2.30258509299405,436
"665","ClamShoal227",124751,"12475","Small Mesh",227,"Clam Shoal","Summer_2010",11,11.6,15.4,10.9,8.8,12.3,5,5,5,5,1,11,1,11,1,11,"Blank","Early","New","Early dep",1.5,"High",21.16,"High",8.87,2.484906649788,437
"666","ClamShoal227",147323,"14732","Roof",227,"Clam Shoal","Fall_2010",7,14.1,21,25.7,21.7,20.6,5,5,4,1,1,7,0.8,6,0.2,1.4,"Blank","Early","New","Early dep",2,"High",21.16,"High",8.87,2.07944154167984,438
"667","ClamShoal227",133036,"13303","Open",227,"Clam Shoal","Summer_2010",6,13.9,8.7,13.3,11.2,2.6,5,5,5,5,1,6,1,6,1,6,"Blank","Early","New","Early dep",1.5,"High",21.16,"High",8.87,1.94591014905531,439
"668","ClamShoal227",147322,"14732","Roof",227,"Clam Shoal","Fall_2011",5,40,59.4,42.8,37.9,67,5,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",4,"High",21.16,"High",8.87,1.79175946922805,440
"669","ClamShoal227",147324,"14732","Roof",227,"Clam Shoal","Fall_2011",3,31.1,50,20.5,NA,NA,3,1,1,0,0.333333333333333,1,0.333333333333333,1,0,0,"Blank","Early","New","Early dep",4,"High",21.16,"High",8.87,1.38629436111989,441
"670","ClamShoal227",124753,"12475","Small Mesh",227,"Clam Shoal","Spring_2011",10,54.7,49.9,38.8,34.3,31.5,5,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",3,"High",21.16,"High",8.87,2.39789527279837,442
